datetime,low,high,open,close,volumefrom,volumeto
2022-02-18 05:00:00,2876.89,2901.41,2878.02,2898.94,9154.81,26471874.98
2022-02-18 06:00:00,2894.91,2913.36,2898.94,2907.4,8652.47,25123785.41
2022-02-18 07:00:00,2896.01,2916.99,2907.4,2905.25,9870.94,28688923.34
2022-02-18 08:00:00,2904.0,2943.97,2905.25,2939.32,15537.54,45425574.54
2022-02-18 09:00:00,2925.2,2941.7,2939.32,2930.15,11049.68,32391121.21
2022-02-18 10:00:00,2907.26,2930.34,2930.15,2917.3,8276.92,24145509.03
2022-02-18 11:00:00,2872.01,2919.09,2917.3,2878.66,19310.89,55822832.91
2022-02-18 12:00:00,2868.42,2907.25,2878.66,2902.01,13889.32,40161912.88
2022-02-18 13:00:00,2874.97,2905.0,2902.01,2898.0,17914.79,51806952.9
2022-02-18 14:00:00,2800.0,2907.36,2898.0,2850.41,59072.76,167874522.23
2022-02-18 15:00:00,2789.0,2869.11,2850.41,2800.47,49166.41,138776749.75
2022-02-18 16:00:00,2764.73,2825.72,2800.47,2785.23,67332.67,188319631.95
2022-02-18 17:00:00,2773.14,2812.34,2785.23,2783.75,35175.56,98191133.58
2022-02-18 18:00:00,2750.0,2798.26,2783.75,2794.02,30866.56,85575464.85
2022-02-18 19:00:00,2782.07,2812.0,2794.02,2797.87,20625.07,57666619.39
2022-02-18 20:00:00,2771.7,2807.32,2797.87,2789.06,17477.01,48688115.88
2022-02-18 21:00:00,2781.1,2806.63,2789.06,2781.75,13965.24,39008128.5
2022-02-18 22:00:00,2753.72,2791.62,2781.75,2774.55,13239.36,36674500.46
2022-02-18 23:00:00,2767.57,2790.94,2774.55,2779.48,7749.93,21560805.19
2022-02-19 00:00:00,2766.37,2811.72,2779.48,2810.19,14477.69,40380285.35
2022-02-19 01:00:00,2806.0,2830.96,2810.19,2820.31,14632.48,41277058.99
2022-02-19 02:00:00,2809.8,2824.18,2820.31,2817.33,4109.41,11578005.67
2022-02-19 03:00:00,2802.06,2827.53,2817.33,2805.38,7190.06,20219280.47
2022-02-19 04:00:00,2793.72,2819.74,2805.38,2815.49,7542.53,21181694.75
2022-02-19 05:00:00,2800.76,2820.91,2815.49,2809.28,5778.6,16251502.49
2022-02-19 06:00:00,2803.35,2825.98,2809.28,2819.61,12220.42,34376102.95
2022-02-19 07:00:00,2807.36,2825.0,2819.61,2812.05,6283.08,17687952.91
2022-02-19 08:00:00,2780.04,2819.33,2812.05,2781.82,14630.25,40999087.97
2022-02-19 09:00:00,2774.16,2792.57,2781.82,2783.36,9062.8,25227198.44
2022-02-19 10:00:00,2762.04,2788.88,2783.36,2778.81,13780.09,38209078.31
2022-02-19 11:00:00,2707.37,2783.72,2778.81,2722.69,31533.15,86199665.88
2022-02-19 12:00:00,2700.58,2735.29,2722.69,2712.03,23965.08,65157991.7
2022-02-19 13:00:00,2694.45,2749.0,2712.03,2742.82,25893.57,70486654.73
2022-02-19 14:00:00,2721.54,2744.83,2742.82,2728.48,9014.03,24637320.29
2022-02-19 15:00:00,2719.48,2752.39,2728.48,2746.06,8599.02,23557633.08
2022-02-19 16:00:00,2740.83,2796.0,2746.06,2749.66,34593.65,96079384.42
2022-02-19 17:00:00,2741.15,2765.0,2749.66,2761.89,7691.17,21179907.45
2022-02-19 18:00:00,2745.89,2763.02,2761.89,2751.01,5684.89,15657869.95
2022-02-19 19:00:00,2740.0,2752.94,2751.01,2744.67,8258.94,22666961.41
2022-02-19 20:00:00,2740.2,2761.12,2744.67,2757.75,6836.0,18825061.06
2022-02-19 21:00:00,2735.72,2759.25,2757.75,2740.76,8766.65,24040890.47
2022-02-19 22:00:00,2727.39,2749.27,2740.76,2743.08,6068.62,16625697.75
2022-02-19 23:00:00,2737.55,2767.84,2743.08,2763.63,7225.83,19897705.07
2022-02-20 00:00:00,2726.82,2764.64,2763.63,2731.45,7323.99,20105954.66
2022-02-20 01:00:00,2706.19,2744.89,2731.45,2739.26,12453.3,33907048.01
2022-02-20 02:00:00,2710.05,2742.31,2739.26,2711.99,5801.5,15819369.52
2022-02-20 03:00:00,2698.0,2722.0,2711.99,2713.12,14093.67,38185236.83
2022-02-20 04:00:00,2677.91,2718.0,2713.12,2685.73,24639.53,66458841.89
2022-02-20 05:00:00,2655.33,2695.98,2685.73,2656.79,17895.62,47858585.9
2022-02-20 06:00:00,2620.0,2666.42,2656.79,2636.36,42673.81,112583581.9
2022-02-20 07:00:00,2630.95,2657.29,2636.36,2654.17,16917.22,44734685.02
2022-02-20 08:00:00,2602.05,2654.75,2654.17,2606.48,25630.94,67304855.98
2022-02-20 09:00:00,2600.0,2633.53,2606.48,2622.35,18957.46,49606611.34
2022-02-20 10:00:00,2612.38,2642.46,2622.35,2614.18,9349.78,24581094.44
2022-02-20 11:00:00,2610.23,2647.7,2614.18,2643.0,13103.7,34457687.93
2022-02-20 12:00:00,2621.67,2665.13,2643.0,2625.0,17062.96,45085797.27
2022-02-20 13:00:00,2620.0,2640.98,2625.0,2629.26,10153.79,26714606.47
2022-02-20 14:00:00,2600.83,2636.25,2629.26,2625.36,20036.67,52487726.53
2022-02-20 15:00:00,2623.56,2662.15,2625.36,2652.36,14591.02,38541780.94
2022-02-20 16:00:00,2631.36,2675.18,2652.36,2644.48,20175.15,53520188.53
